S.no1,tweet_id,created_at,screen_name,name,user_description,followers_count,text,location,coordinates,geo,iso_language_code,retweet_count,favorite_count,user_created_at,entities,verified,tweet_source,in_reply_to_status_id_str,in_reply_to_user_id_str
580,1.31157E+18,10/1/2020 7:28,DharmeshShankh4,Dharmesh Shankhala,ભારતીય જનતા પાર્ટી,75,RT @mygovindia: Take a look to know how India has noticed a steady decline in Active Cases in the last two months. #IndiaFightsCorona @PMOI…,"Bhesan, India",,,en,16,0,Sat Sep 12 06:13:41 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [115, 133]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': []}",FALSE,Twitter for Android,,
581,1.31157E+18,10/1/2020 7:27,pibchennai,PIB in Tamil Nadu 🇮🇳,"Press Information Bureau, Chennai. Nodal agency for communicating to media on behalf of #Government of #India. Follow for official #GoI updates.",15108,"#IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Act… https://t.co/gJ13eoSXSX","Tamil Nadu, Chennai",,,en,2,2,Tue Jul 11 06:27:34 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gJ13eoSXSX', 'expanded_url': 'https://twitter.com/i/web/status/1311568498439581696', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter Web App,,
582,1.31157E+18,10/1/2020 7:27,VasGiri,Kamal Vas Giri,,30,"RT @MoHFW_INDIA: #IndiaFightsCorona

Be safe, wherever you go.  

#BadalkarApnaVyavaharKareinCoronaParVaar #TogetherAgainstCovid19 https://…",,,,en,43,0,Thu Aug 29 05:29:43 +0000 2019,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}, {'text': 'BadalkarApnaVyavaharKareinCoronaParVaar', 'indices': [66, 106]}, {'text': 'TogetherAgainstCovid19', 'indices': [107, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
583,1.31157E+18,10/1/2020 7:27,VasGiri,Kamal Vas Giri,,30,"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

✅India's #COVID19 recovery rate improves to 83.53% as on October 1, 2020

📍Steady improvement in…",,,,en,10,0,Thu Aug 29 05:29:43 +0000 2019,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [21, 40]}, {'text': 'COVID19', 'indices': [52, 60]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
584,1.31157E+18,10/1/2020 7:27,VasGiri,Kamal Vas Giri,,30,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍 Increasing number of #COVID19 testing labs in India 👇

@ICMRDELHI

#StaySafe #IndiaWillWin https…",,,,en,8,0,Thu Aug 29 05:29:43 +0000 2019,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [64, 72]}, {'text': 'StaySafe', 'indices': [110, 119]}, {'text': 'IndiaWillWin', 'indices': [120, 133]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}, {'screen_name': 'ICMRDELHI', 'name': 'ICMR', 'id': 2695241174, 'id_str': '2695241174', 'indices': [98, 108]}], 'urls': []}",FALSE,Twitter for Android,,
585,1.31157E+18,10/1/2020 7:26,farogh_a,Farogh Ahmad,"Another Human to the World, Indian to the Nation, Brother to my Siblings, Child to my Parents, Friend to my Friends, Employee to the Company. Useful to no one!!",606,"RT @MoHFW_INDIA: #IndiaFightsCorona

The active cases today are 9,40,705. India reported 9.4 lakh active cases earlier on 11th September, 2…","In your heart, I hope",,,en,2,0,Fri Jul 24 11:03:26 +0000 2009,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
586,1.31157E+18,10/1/2020 7:26,VasGiri,Kamal Vas Giri,,30,"RT @MoHFW_INDIA: #IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Active Cas…",,,,en,20,0,Thu Aug 29 05:29:43 +0000 2019,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
587,1.31157E+18,10/1/2020 7:26,VasGiri,Kamal Vas Giri,,30,"RT @MoHFW_INDIA: #IndiaFightsCorona

A total of  86,821 new confirmed cases have been reported in the last 24 hours.

76% of the new cases…",,,,en,16,0,Thu Aug 29 05:29:43 +0000 2019,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
588,1.31157E+18,10/1/2020 7:26,VasGiri,Kamal Vas Giri,,30,"RT @MoHFW_INDIA: #IndiaFightsCorona

1,181 deaths  have been registered in the past 24 hours.

82% of these are from 10 States and UTs. htt…",,,,en,13,0,Thu Aug 29 05:29:43 +0000 2019,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
589,1.31157E+18,10/1/2020 7:26,_saurabhbandari,Saurabh Bhandari,"Jainism-Hinduism ,Hindu,Jain,Sanatan Dharm LOVE & RESPECT for INDIAN ARMY,Proud to be भारतीय ,Politics is in my blood",561,"RT @MoHFW_INDIA: #IndiaFightsCorona

1,181 deaths  have been registered in the past 24 hours.

82% of these are from 10 States and UTs. htt…",Bharat,,,en,13,0,Sat Aug 08 16:31:41 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
590,1.31157E+18,10/1/2020 7:26,SpokespersonMoD,A. Bharat Bhushan Babu,"Principal Spokesperson, Ministry of Defence, Government of India",441163,"RT @MoHFW_INDIA: #IndiaFightsCorona

1,181 deaths  have been registered in the past 24 hours.

82% of these are from 10 States and UTs. htt…",New Delhi,,,en,13,0,Tue Feb 10 06:13:29 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
591,1.31157E+18,10/1/2020 7:26,SpokespersonMoD,A. Bharat Bhushan Babu,"Principal Spokesperson, Ministry of Defence, Government of India",441163,"RT @MoHFW_INDIA: #IndiaFightsCorona

A total of  86,821 new confirmed cases have been reported in the last 24 hours.

76% of the new cases…",New Delhi,,,en,16,0,Tue Feb 10 06:13:29 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
592,1.31157E+18,10/1/2020 7:25,SpokespersonMoD,A. Bharat Bhushan Babu,"Principal Spokesperson, Ministry of Defence, Government of India",441163,"RT @MoHFW_INDIA: #IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Active Cas…",New Delhi,,,en,20,0,Tue Feb 10 06:13:29 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
593,1.31157E+18,10/1/2020 7:25,farogh_a,Farogh Ahmad,"Another Human to the World, Indian to the Nation, Brother to my Siblings, Child to my Parents, Friend to my Friends, Employee to the Company. Useful to no one!!",606,"RT @MoHFW_INDIA: #IndiaFightsCorona

A total of  86,821 new confirmed cases have been reported in the last 24 hours.

76% of the new cases…","In your heart, I hope",,,en,16,0,Fri Jul 24 11:03:26 +0000 2009,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
594,1.31157E+18,10/1/2020 7:25,SpokespersonMoD,A. Bharat Bhushan Babu,"Principal Spokesperson, Ministry of Defence, Government of India",441163,"RT @MoHFW_INDIA: #IndiaFightsCorona

Maintain a good work-life balance. For psychosocial support call NIMHANS (toll free) helpline #080-461…",New Delhi,,,en,70,0,Tue Feb 10 06:13:29 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
595,1.31157E+18,10/1/2020 7:25,SpokespersonMoD,A. Bharat Bhushan Babu,"Principal Spokesperson, Ministry of Defence, Government of India",441163,"RT @MoHFW_INDIA: #IndiaFightsCorona

Be safe, wherever you go.  

#BadalkarApnaVyavaharKareinCoronaParVaar #TogetherAgainstCovid19 https://…",New Delhi,,,en,43,0,Tue Feb 10 06:13:29 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}, {'text': 'BadalkarApnaVyavaharKareinCoronaParVaar', 'indices': [66, 106]}, {'text': 'TogetherAgainstCovid19', 'indices': [107, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
596,1.31157E+18,10/1/2020 7:25,SoumenR03280212,//Soumen Roy 🇮🇳,"Be humble!!
For the dust I am and to dust will return to",25,"RT @MoHFW_INDIA: #IndiaFightsCorona

Be safe, wherever you go.  

#BadalkarApnaVyavaharKareinCoronaParVaar #TogetherAgainstCovid19 https://…","kolkata, India ",,,en,43,0,Sun Jul 28 17:06:13 +0000 2019,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}, {'text': 'BadalkarApnaVyavaharKareinCoronaParVaar', 'indices': [66, 106]}, {'text': 'TogetherAgainstCovid19', 'indices': [107, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
597,1.31157E+18,10/1/2020 7:25,SpokespersonMoD,A. Bharat Bhushan Babu,"Principal Spokesperson, Ministry of Defence, Government of India",441163,"RT @MoHFW_INDIA: #IndiaFightsCorona

India's Centre-led strategies of enhanced infrastructure,  agressive and easily accessible country-wid…",New Delhi,,,en,75,0,Tue Feb 10 06:13:29 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
598,1.31157E+18,10/1/2020 7:25,DDIndialive,DD India,"Official account of DD India, English News TV Channel of Doordarshan(Prasar Bharati-India’s Public Broadcaster)Follow us on https://t.co/C55s7Mms3d",32397,"@MoHFW_INDIA COVID-19 UPDATES:

-1,181 deaths have been registered in the past 24 hours.

-82% of new deaths report… https://t.co/b67Xyxu64t","New Delhi, India",,,en,0,1,Fri Apr 08 09:24:41 +0000 2016,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/b67Xyxu64t', 'expanded_url': 'https://twitter.com/i/web/status/1311567776016932864', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,TweetDeck,1.31156E+18,7.18369E+17
599,1.31157E+18,10/1/2020 7:24,RT_Himachal,Himachali Retweets,"A tweet bot, that retweets, #himachal, #himachalPradesh. If you don't want me to retweet, please block this account.",4913,"RT @Theupdater_: ✳️ #Himachalpradesh MID-DAY BULLETIN | 01 OCTOBER 2020

📌21 new cases, 218 recovery &amp; 6 Death today till 12pm.

📌 #Himacha…","Himachal Pradesh, India",,,en,2,0,Thu Jan 22 11:21:34 +0000 2015,"{'hashtags': [{'text': 'Himachalpradesh', 'indices': [20, 36]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Theupdater_', 'name': 'COVID19 INDIA & OTHER UPDATES', 'id': 1266650651339165696, 'id_str': '1266650651339165696', 'indices': [3, 15]}], 'urls': []}",FALSE,himachalibot,,
600,1.31157E+18,10/1/2020 7:24,Theupdater_,COVID19 INDIA & OTHER,"Just a volunteer, providing updates across India within a minute just after concerned governments releases the data.",4338,"✳️ #Himachalpradesh MID-DAY BULLETIN | 01 OCTOBER 2020

📌21 new cases, 218 recovery &amp; 6 Death today till 12pm.

📌… https://t.co/eoSbwuZEHX",Turn on post Notifications🔔,,,en,2,7,Sat May 30 08:40:55 +0000 2020,"{'hashtags': [{'text': 'Himachalpradesh', 'indices': [3, 19]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eoSbwuZEHX', 'expanded_url': 'https://twitter.com/i/web/status/1311567695695896577', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [119, 142]}]}",FALSE,Twitter for Android,,
601,1.31157E+18,10/1/2020 7:23,PIBRaipur,PIB in Chhattisgarh,"Official Twitter account of Press Information Bureau @PIB_India, Ministry of I&B @MIB_India, Government of India, Raipur, Chhattisgarh",4133,"RT @MoHFW_INDIA: #IndiaFightsCorona

1,181 deaths  have been registered in the past 24 hours.

82% of these are from 10 States and UTs. htt…","Raipur, India",,,en,13,0,Mon Aug 28 10:23:51 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
602,1.31157E+18,10/1/2020 7:23,FOBSrinagar,Field Outreach Bureau Srinagar (J&K),"Official Account of Field Outreach Bureau, Min. of Information & Broadcasting, Govt. of India, Srinagar (J&K)
Reaching out to masses at grassroots level.",136,"RT @ROBJammuKashmir: #IndiaFightsCorona: 

▶️Social/academic/sports/entertainment/cultural/ religious/political functions already allowed w…","Srinagar, Jammu And Kashmir",,,en,3,0,Mon Apr 13 07:10:27 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [21, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ROBJammuKashmir', 'name': 'Regional Outreach Bureau, J&K', 'id': 4832518570, 'id_str': '4832518570', 'indices': [3, 19]}], 'urls': []}",FALSE,Twitter for Android,,
603,1.31157E+18,10/1/2020 7:23,PIBRaipur,PIB in Chhattisgarh,"Official Twitter account of Press Information Bureau @PIB_India, Ministry of I&B @MIB_India, Government of India, Raipur, Chhattisgarh",4133,"RT @MoHFW_INDIA: #IndiaFightsCorona

A total of  86,821 new confirmed cases have been reported in the last 24 hours.

76% of the new cases…","Raipur, India",,,en,16,0,Mon Aug 28 10:23:51 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
604,1.31157E+18,10/1/2020 7:23,PIBRaipur,PIB in Chhattisgarh,"Official Twitter account of Press Information Bureau @PIB_India, Ministry of I&B @MIB_India, Government of India, Raipur, Chhattisgarh",4133,"RT @MoHFW_INDIA: #IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Active Cas…","Raipur, India",,,en,20,0,Mon Aug 28 10:23:51 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
605,1.31157E+18,10/1/2020 7:23,Jituman61401482,Jitumani kalita BJP,BJP,21,"RT @MoHFW_INDIA: #IndiaFightsCorona

Maintain a good work-life balance. For psychosocial support call NIMHANS (toll free) helpline #080-461…",,,,en,70,0,Tue Aug 06 17:04:15 +0000 2019,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
606,1.31157E+18,10/1/2020 7:22,anuragdubey777,Anurag Dubey,Working in Software Technology Parks of India @STPIINDIA Government of India.  Tweets are personal.  Retweets are not endorsements!,148,"RT @stpiindia: As digitisation &amp; automation have become the trend of the day, business leaders should explore which processes should be aut…",,,,en,127,0,Fri Apr 01 09:10:54 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'stpiindia', 'name': 'STPI', 'id': 2713937910, 'id_str': '2713937910', 'indices': [3, 13]}], 'urls': []}",FALSE,Twitter for Android,,
607,1.31157E+18,10/1/2020 7:21,bhupender_ch,चौधरी साहब,जय श्री राम 🙏,1415,"RT @sasindia: #IndiaFightsCorona
#Odisha Government partnered with @SASIndia &amp; @CSMTechnologies for its COVID19 Dashboard project that util…",,,,en,194,0,Fri May 08 12:18:35 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [14, 32]}, {'text': 'Odisha', 'indices': [33, 40]}], 'symbols': [], 'user_mentions': [{'screen_name': 'sasindia', 'name': 'SAS India', 'id': 138323645, 'id_str': '138323645', 'indices': [3, 12]}, {'screen_name': 'sasindia', 'name': 'SAS India', 'id': 138323645, 'id_str': '138323645', 'indices': [67, 76]}, {'screen_name': 'CSMTechnologies', 'name': 'CSM Technologies', 'id': 144839765, 'id_str': '144839765', 'indices': [83, 99]}], 'urls': []}",FALSE,Twitter for Android,,
608,1.31157E+18,10/1/2020 7:21,PIBRaipur,PIB in Chhattisgarh,"Official Twitter account of Press Information Bureau @PIB_India, Ministry of I&B @MIB_India, Government of India, Raipur, Chhattisgarh",4133,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍 Increasing number of #COVID19 testing labs in India 👇

@ICMRDELHI

#StaySafe #IndiaWillWin https…","Raipur, India",,,en,8,0,Mon Aug 28 10:23:51 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [64, 72]}, {'text': 'StaySafe', 'indices': [110, 119]}, {'text': 'IndiaWillWin', 'indices': [120, 133]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}, {'screen_name': 'ICMRDELHI', 'name': 'ICMR', 'id': 2695241174, 'id_str': '2695241174', 'indices': [98, 108]}], 'urls': []}",TRUE,Twitter for Android,,
609,1.31157E+18,10/1/2020 7:21,PIBRaipur,PIB in Chhattisgarh,"Official Twitter account of Press Information Bureau @PIB_India, Ministry of I&B @MIB_India, Government of India, Raipur, Chhattisgarh",4133,"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

✅India's #COVID19 recovery rate improves to 83.53% as on October 1, 2020

📍Steady improvement in…","Raipur, India",,,en,10,0,Mon Aug 28 10:23:51 +0000 2017,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [21, 40]}, {'text': 'COVID19', 'indices': [52, 60]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",TRUE,Twitter for Android,,
610,1.31157E+18,10/1/2020 7:20,PIBRaipur,PIB in Chhattisgarh,"Official Twitter account of Press Information Bureau @PIB_India, Ministry of I&B @MIB_India, Government of India, Raipur, Chhattisgarh",4133,"RT @MoHFW_INDIA: #IndiaFightsCorona

Be safe, wherever you go.  

#BadalkarApnaVyavaharKareinCoronaParVaar #TogetherAgainstCovid19 https://…","Raipur, India",,,en,43,0,Mon Aug 28 10:23:51 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}, {'text': 'BadalkarApnaVyavaharKareinCoronaParVaar', 'indices': [66, 106]}, {'text': 'TogetherAgainstCovid19', 'indices': [107, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
611,1.31157E+18,10/1/2020 7:20,IndEmbDoha,India in Qatar,"Welcome to the official twitter page of Embassy of India Doha, Qatar",69005,RT @mygovindia: Take a look to know how India has noticed a steady decline in Active Cases in the last two months. #IndiaFightsCorona @PMOI…,"Doha, Qatar",,,en,16,0,Thu Dec 05 11:26:12 +0000 2013,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [115, 133]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': []}",TRUE,Twitter Web App,,
612,1.31157E+18,10/1/2020 7:20,Vinay0123456789,vinay agrahari,i have proud to be indian love our nationality.  of course 100% follow back,260,"RT @sasindia: #IndiaFightsCorona
#Odisha Government partnered with @SASIndia &amp; @CSMTechnologies for its COVID19 Dashboard project that util…","Pachperwa, India",,,en,194,0,Fri Nov 19 08:21:52 +0000 2010,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [14, 32]}, {'text': 'Odisha', 'indices': [33, 40]}], 'symbols': [], 'user_mentions': [{'screen_name': 'sasindia', 'name': 'SAS India', 'id': 138323645, 'id_str': '138323645', 'indices': [3, 12]}, {'screen_name': 'sasindia', 'name': 'SAS India', 'id': 138323645, 'id_str': '138323645', 'indices': [67, 76]}, {'screen_name': 'CSMTechnologies', 'name': 'CSM Technologies', 'id': 144839765, 'id_str': '144839765', 'indices': [83, 99]}], 'urls': []}",FALSE,Twitter for Android,,
613,1.31157E+18,10/1/2020 7:19,AMITYAD04201862,Amit,student,33,"RT @sasindia: #IndiaFightsCorona
#Odisha Government partnered with @SASIndia &amp; @CSMTechnologies for its COVID19 Dashboard project that util…",Allahabad ,,,en,194,0,Wed Dec 28 10:07:13 +0000 2016,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [14, 32]}, {'text': 'Odisha', 'indices': [33, 40]}], 'symbols': [], 'user_mentions': [{'screen_name': 'sasindia', 'name': 'SAS India', 'id': 138323645, 'id_str': '138323645', 'indices': [3, 12]}, {'screen_name': 'sasindia', 'name': 'SAS India', 'id': 138323645, 'id_str': '138323645', 'indices': [67, 76]}, {'screen_name': 'CSMTechnologies', 'name': 'CSM Technologies', 'id': 144839765, 'id_str': '144839765', 'indices': [83, 99]}], 'urls': []}",FALSE,Twitter for Android,,
614,1.31157E+18,10/1/2020 7:19,AnilP18101729,ANIL PARLI ( Anil P ),"https://t.co/lhRnAu0muT
https://t.co/DCJv49sOvS",189,"RT @MoHFW_INDIA: #IndiaFightsCorona

1,181 deaths  have been registered in the past 24 hours.

82% of these are from 10 States and UTs. htt…",680581,,,en,13,0,Sat Sep 15 05:08:28 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
615,1.31157E+18,10/1/2020 7:19,AnilP18101729,ANIL PARLI ( Anil P ),"https://t.co/lhRnAu0muT
https://t.co/DCJv49sOvS",189,"RT @MoHFW_INDIA: #IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Active Cas…",680581,,,en,20,0,Sat Sep 15 05:08:28 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
616,1.31157E+18,10/1/2020 7:19,DDNewslive,DD News,"Official Twitter account of DD News, the Public Broadcaster of India. हिंदी में @DDNewsHindi. Follow us on- https://t.co/hUdIpLotbt",3032519,"RT @MoHFW_INDIA: #IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Active Cas…","New Delhi, India",,,en,20,0,Fri Jan 18 13:04:45 +0000 2013,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
617,1.31157E+18,10/1/2020 7:19,FOBSrinagar,Field Outreach Bureau Srinagar (J&K),"Official Account of Field Outreach Bureau, Min. of Information & Broadcasting, Govt. of India, Srinagar (J&K)
Reaching out to masses at grassroots level.",136,"RT @ROBJammuKashmir: #IndiaFightsCorona: 

National directives for #COVID19 management: 

-Compulsory use of face covers/mask 
-Follow #Phy…","Srinagar, Jammu And Kashmir",,,en,2,0,Mon Apr 13 07:10:27 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [21, 39]}, {'text': 'COVID19', 'indices': [67, 75]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ROBJammuKashmir', 'name': 'Regional Outreach Bureau, J&K', 'id': 4832518570, 'id_str': '4832518570', 'indices': [3, 19]}], 'urls': []}",FALSE,Twitter for Android,,
